question_code,module_group_code,module_group,library_type,domain_code_original,domain_name_original,factor_code,factor_name_ko,factor_definition,factor_order,item_order,original_text,static_sql_text,static_sql_source_file,static_sql_source_line,runtime_api_text,runtime_api_source_file,source_conflict,source_conflict_reason,original_reverse,revised_text,response_frame,scoring_direction,difficulty,target_levels,overlap_group,duplicate_groups,original_decision,issue_codes,rationale,original_definition_fit,original_observable_behavior,original_single_focus,original_period_context,original_opportunity_handling,original_role_applicability,original_social_desirability_control,original_duplicate_control,original_training_actionability,original_frequency_scale_fit,original_validity_score,definition_fit,observable_behavior,single_focus,period_context,opportunity_handling,role_applicability,social_desirability_control,duplicate_control,training_actionability,frequency_scale_fit,validity_score,empirical_status,active,source_file,source_line_approx
PM_Q2,SPECIALTY,전문·미래역량,specialty,PM,프로젝트 관리역량,PM_EXEC,프로젝트 실행·관리,프로젝트를 계획하고 리스크를 관리하며 목표를 달성한다,13,2,나는 프로젝트 진행 중 리스크를 사전에 파악하고 대응 방안을 마련한다.,나는 프로젝트 진행 중 리스크를 사전에 파악하고 대응 방안을 마련한다.,database/seed_specialty.sql,121,,,False,,False,프로젝트 위험요인을 미리 기록하고 대응 담당과 조치를 정했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager|executive,execution_pm,DUP_RISK_RESPONSE,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT|SEMANTIC_DUPLICATE,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,0,0,0,0,1,0,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,121
PM_Q3,SPECIALTY,전문·미래역량,specialty,PM,프로젝트 관리역량,PM_EXEC,프로젝트 실행·관리,프로젝트를 계획하고 리스크를 관리하며 목표를 달성한다,13,3,나는 팀원들과 역할·책임을 명확히 하고 진행 상황을 체계적으로 관리한다.,나는 팀원들과 역할·책임을 명확히 하고 진행 상황을 체계적으로 관리한다.,database/seed_specialty.sql,122,,,False,,False,프로젝트 참여자의 역할과 책임을 문서로 확인했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,execution_pm,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 역할·사건·도구에 따라 수행기회가 달라짐. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,1,0,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,122
PM_Q4,SPECIALTY,전문·미래역량,specialty,PM,프로젝트 관리역량,PM_EXEC,프로젝트 실행·관리,프로젝트를 계획하고 리스크를 관리하며 목표를 달성한다,13,4,나는 프로젝트 완료 후 성과와 교훈을 정리하여 다음 프로젝트에 반영한다.,나는 프로젝트 완료 후 성과와 교훈을 정리하여 다음 프로젝트에 반영한다.,database/seed_specialty.sql,123,,,False,,False,프로젝트 종료 후 성과·문제·다음 적용사항을 회고 기록으로 남겼다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,execution_pm,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT|RARE_EVENT,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,0,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,123
COMM_Q1,SPECIALTY,전문·미래역량,specialty,COMM,비즈니스 커뮤니케이션,COMM_PRES,설득·프레젠테이션,청중 맞춤형 발표와 논리적 설득으로 비즈니스 소통을 이끈다,14,1,나는 보고서와 기획서를 핵심만 담아 간결하고 명확하게 작성한다.,나는 보고서와 기획서를 핵심만 담아 간결하고 명확하게 작성한다.,database/seed_specialty.sql,128,,,False,,False,보고서나 기획서의 첫 부분에 핵심 결론과 근거를 간결하게 제시했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,communication_influence,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,0,0,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,128
COMM_Q2,SPECIALTY,전문·미래역량,specialty,COMM,비즈니스 커뮤니케이션,COMM_PRES,설득·프레젠테이션,청중 맞춤형 발표와 논리적 설득으로 비즈니스 소통을 이끈다,14,2,나는 발표 시 청중의 수준과 관심에 맞게 내용을 구성하고 전달한다.,나는 발표 시 청중의 수준과 관심에 맞게 내용을 구성하고 전달한다.,database/seed_specialty.sql,129,,,False,,False,발표 전에 청중의 수준과 관심사를 확인해 내용과 표현을 조정했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,communication_influence,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,0,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,129
COMM_Q3,SPECIALTY,전문·미래역량,specialty,COMM,비즈니스 커뮤니케이션,COMM_PRES,설득·프레젠테이션,청중 맞춤형 발표와 논리적 설득으로 비즈니스 소통을 이끈다,14,3,나는 상대방을 설득할 때 데이터와 사례를 활용하여 논리적으로 제시한다.,나는 상대방을 설득할 때 데이터와 사례를 활용하여 논리적으로 제시한다.,database/seed_specialty.sql,130,,,False,,False,설득이 필요한 상황에서 주장과 관련된 데이터 또는 사례를 제시했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager|executive,communication_influence,DUP_EVIDENCE_PERSUASION,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|OPPORTUNITY_DEPENDENT|SEMANTIC_DUPLICATE,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,1,0,0,0,1,0,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,130
COMM_Q4,SPECIALTY,전문·미래역량,specialty,COMM,비즈니스 커뮤니케이션,COMM_PRES,설득·프레젠테이션,청중 맞춤형 발표와 논리적 설득으로 비즈니스 소통을 이끈다,14,4,나는 이메일·메신저 등 디지털 채널에서 명확하고 전문적으로 소통한다.,나는 이메일·메신저 등 디지털 채널에서 명확하고 전문적으로 소통한다.,database/seed_specialty.sql,131,,,False,,False,이메일이나 메신저에서 요청사항·담당·기한을 명확히 작성했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,1,staff|manager|executive,communication_influence,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|BRAND_TOOL_BIAS,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 특정 도구·채널 접근성에 좌우됨. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,1,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,131
INNOV_Q1,SPECIALTY,전문·미래역량,specialty,INNOV,창의·혁신역량,INNOV_ID,아이디어 발굴·실험,현상에 의문을 갖고 새로운 아이디어를 빠르게 실험·검증한다,15,1,나는 기존 방식에 의문을 품고 더 나은 방법을 적극적으로 모색한다.,나는 기존 방식에 의문을 품고 더 나은 방법을 적극적으로 모색한다.,database/seed_specialty.sql,136,,,False,,False,기존 업무 방식의 문제를 찾아 개선 아이디어를 제안했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,growth_change,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,1,0,1,0,1,1,1,0,7,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,136
INNOV_Q2,SPECIALTY,전문·미래역량,specialty,INNOV,창의·혁신역량,INNOV_ID,아이디어 발굴·실험,현상에 의문을 갖고 새로운 아이디어를 빠르게 실험·검증한다,15,2,나는 새로운 아이디어를 소규모로 빠르게 시험하고 결과에서 배운다.,나는 새로운 아이디어를 소규모로 빠르게 시험하고 결과에서 배운다.,database/seed_specialty.sql,137,,,False,,False,새로운 아이디어를 작은 범위에서 시험하고 결과를 기록했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,growth_change,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,0,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,137
INNOV_Q3,SPECIALTY,전문·미래역량,specialty,INNOV,창의·혁신역량,INNOV_ID,아이디어 발굴·실험,현상에 의문을 갖고 새로운 아이디어를 빠르게 실험·검증한다,15,3,나는 다양한 분야의 사례나 트렌드에서 업무 혁신 아이디어를 얻는다.,나는 다양한 분야의 사례나 트렌드에서 업무 혁신 아이디어를 얻는다.,database/seed_specialty.sql,138,,,False,,False,다른 산업이나 분야의 사례를 담당 업무 개선 아이디어로 연결했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,growth_change,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,1,0,1,0,1,1,1,0,7,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,138
INNOV_Q4,SPECIALTY,전문·미래역량,specialty,INNOV,창의·혁신역량,INNOV_ID,아이디어 발굴·실험,현상에 의문을 갖고 새로운 아이디어를 빠르게 실험·검증한다,15,4,나는 실패를 두려워하지 않고 창의적 시도를 장려하는 분위기를 만든다.,나는 실패를 두려워하지 않고 창의적 시도를 장려하는 분위기를 만든다.,database/seed_specialty.sql,139,,,False,,False,새로운 시도가 기대대로 되지 않았을 때 학습 내용을 정리해 다음 시도에 반영했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager|executive,growth_change,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|SOCIAL_DESIRABILITY_HIGH|OUTCOME_CONFOUNDED|RARE_EVENT|LOW_EDUCATION_INTERVENTION_FIT,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,0,0,0,1,1,0,3,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,139
GLOBAL_Q1,SPECIALTY,전문·미래역량,specialty,GLOBAL,글로벌 역량,GLOBAL_BZ,글로벌 비즈니스,외국어 소통과 문화적 이해를 바탕으로 글로벌 협업을 수행한다,16,1,나는 영어 등 외국어로 비즈니스 커뮤니케이션을 효과적으로 수행한다.,나는 영어 등 외국어로 비즈니스 커뮤니케이션을 효과적으로 수행한다.,database/seed_specialty.sql,144,,,False,,False,외국어가 필요한 업무에서 상대방과 핵심 내용을 주고받았다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager|executive,,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|ROLE_LEVEL_BIAS,역량 정의와 관련되지만 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐; 특정 직무·직급 권한에 편향됨. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,1,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,144
GLOBAL_Q2,SPECIALTY,전문·미래역량,specialty,GLOBAL,글로벌 역량,GLOBAL_BZ,글로벌 비즈니스,외국어 소통과 문화적 이해를 바탕으로 글로벌 협업을 수행한다,16,2,나는 다양한 문화권 사람들과 협업 시 문화적 차이를 이해하고 존중한다.,나는 다양한 문화권 사람들과 협업 시 문화적 차이를 이해하고 존중한다.,database/seed_specialty.sql,145,,,False,,False,다른 문화권 구성원과 협업할 때 문화적 차이를 확인하고 소통 방식을 조정했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT|SOCIAL_DESIRABILITY_HIGH,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,0,0,0,0,0,1,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,145
GLOBAL_Q3,SPECIALTY,전문·미래역량,specialty,GLOBAL,글로벌 역량,GLOBAL_BZ,글로벌 비즈니스,외국어 소통과 문화적 이해를 바탕으로 글로벌 협업을 수행한다,16,3,나는 글로벌 시장 트렌드와 해외 비즈니스 환경 변화를 주기적으로 파악한다.,나는 글로벌 시장 트렌드와 해외 비즈니스 환경 변화를 주기적으로 파악한다.,database/seed_specialty.sql,146,,,False,,False,담당 업무와 관련된 해외 시장 또는 산업 변화를 확인했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|OPPORTUNITY_DEPENDENT,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,1,0,0,0,1,1,1,0,6,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,146
GLOBAL_Q4,SPECIALTY,전문·미래역량,specialty,GLOBAL,글로벌 역량,GLOBAL_BZ,글로벌 비즈니스,외국어 소통과 문화적 이해를 바탕으로 글로벌 협업을 수행한다,16,4,나는 글로벌 협상이나 회의에서 자신의 의견을 명확하게 전달한다.,나는 글로벌 협상이나 회의에서 자신의 의견을 명확하게 전달한다.,database/seed_specialty.sql,147,,,False,,False,국제 회의나 협상에서 담당 의견과 근거를 명확히 전달했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager|executive,,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|ROLE_LEVEL_BIAS|RARE_EVENT,역량 정의와 관련되지만 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐; 특정 직무·직급 권한에 편향됨. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,1,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,147
ESG_Q1,SPECIALTY,전문·미래역량,specialty,ESG,ESG·지속가능경영,ESG_PRAC,ESG 이해·실천,환경·사회·지배구조 원칙을 업무에 통합하고 실천한다,17,1,나는 업무 의사결정 시 환경·사회적 영향을 함께 고려한다.,나는 업무 의사결정 시 환경·사회적 영향을 함께 고려한다.,database/seed_specialty.sql,152,,,False,,False,의사결정안에 환경 또는 사회 영향을 확인한 내용을 포함했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|SOCIAL_DESIRABILITY_HIGH,역량 정의와 관련되지만 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐; 바람직한 답이 지나치게 뚜렷함. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,1,0,0,0,0,1,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,152
ESG_Q2,SPECIALTY,전문·미래역량,specialty,ESG,ESG·지속가능경영,ESG_PRAC,ESG 이해·실천,환경·사회·지배구조 원칙을 업무에 통합하고 실천한다,17,2,나는 우리 조직의 ESG 전략과 주요 목표를 이해하고 있다.,나는 우리 조직의 ESG 전략과 주요 목표를 이해하고 있다.,database/seed_specialty.sql,153,,,False,,False,조직의 ESG 목표 중 담당 업무와 연결되는 목표와 행동을 확인했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|KNOWLEDGE_BEHAVIOR_MIX,역량 정의와 관련되지만 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐; 지식·이해와 행동이 혼합됨. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,1,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,153
ESG_Q3,SPECIALTY,전문·미래역량,specialty,ESG,ESG·지속가능경영,ESG_PRAC,ESG 이해·실천,환경·사회·지배구조 원칙을 업무에 통합하고 실천한다,17,3,"나는 자원 절약, 종이 사용 감소 등 친환경 업무 방식을 실천한다.","나는 자원 절약, 종이 사용 감소 등 친환경 업무 방식을 실천한다.",database/seed_specialty.sql,154,,,False,,False,업무 과정에서 적용 가능한 자원 절감 기준을 실천했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,1,staff|manager|executive,,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|SOCIAL_DESIRABILITY_HIGH,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,1,0,1,0,0,1,1,0,6,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,154
ESG_Q4,SPECIALTY,전문·미래역량,specialty,ESG,ESG·지속가능경영,ESG_PRAC,ESG 이해·실천,환경·사회·지배구조 원칙을 업무에 통합하고 실천한다,17,4,나는 공정하고 윤리적인 거래·협력 관계를 유지한다.,나는 공정하고 윤리적인 거래·협력 관계를 유지한다.,database/seed_specialty.sql,155,,,False,,False,거래나 협력 과정에서 이해충돌·공정거래 등 적용 기준을 확인하고 지켰다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|SOCIAL_DESIRABILITY_HIGH,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,0,0,0,1,1,0,3,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,155
CHANGE_Q1,SPECIALTY,전문·미래역량,specialty,CHANGE,조직문화·변화관리,CHANGE_MG,변화 수용·추진,조직 변화를 능동적으로 수용하고 구성원의 변화 적응을 지원한다,18,1,나는 조직의 변화 방향을 이해하고 적극적으로 수용한다.,나는 조직의 변화 방향을 이해하고 적극적으로 수용한다.,database/seed_specialty.sql,160,,,False,,False,조직 변화의 목적과 담당 업무에 미치는 영향을 확인하고 필요한 행동을 조정했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,growth_change,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|SOCIAL_DESIRABILITY_HIGH|RARE_EVENT,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,0,0,0,1,1,0,3,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,160
CHANGE_Q2,SPECIALTY,전문·미래역량,specialty,CHANGE,조직문화·변화관리,CHANGE_MG,변화 수용·추진,조직 변화를 능동적으로 수용하고 구성원의 변화 적응을 지원한다,18,2,나는 변화에 저항하는 동료들의 우려를 경청하고 설득한다.,나는 변화에 저항하는 동료들의 우려를 경청하고 설득한다.,database/seed_specialty.sql,161,,,False,,False,변화에 대한 동료의 우려를 듣고 확인된 정보로 답변했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager|executive,growth_change,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT|ROLE_LEVEL_BIAS|RARE_EVENT,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 역할·사건·도구에 따라 수행기회가 달라짐; 특정 직무·직급 권한에 편향됨. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,1,0,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,161
CHANGE_Q3,SPECIALTY,전문·미래역량,specialty,CHANGE,조직문화·변화관리,CHANGE_MG,변화 수용·추진,조직 변화를 능동적으로 수용하고 구성원의 변화 적응을 지원한다,18,3,나는 조직문화 개선을 위한 활동에 자발적으로 참여한다.,나는 조직문화 개선을 위한 활동에 자발적으로 참여한다.,database/seed_specialty.sql,162,,,False,,False,조직문화 개선 활동에서 맡은 역할이나 제안사항을 실행했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,growth_change,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|SOCIAL_DESIRABILITY_HIGH,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,0,1,0,0,0,0,1,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,162
CHANGE_Q4,SPECIALTY,전문·미래역량,specialty,CHANGE,조직문화·변화관리,CHANGE_MG,변화 수용·추진,조직 변화를 능동적으로 수용하고 구성원의 변화 적응을 지원한다,18,4,나는 변화 추진 과정에서 구성원들과 투명하게 소통한다.,나는 변화 추진 과정에서 구성원들과 투명하게 소통한다.,database/seed_specialty.sql,163,,,False,,False,변화 추진 과정에서 결정사항·근거·다음 일정을 관련 구성원에게 공유했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,growth_change,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT|ROLE_LEVEL_BIAS,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 역할·사건·도구에 따라 수행기회가 달라짐; 특정 직무·직급 권한에 편향됨. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,1,0,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,163
SALES_Q1,ROLE,직무·직급,job_function,JOB_SALES,영업역량,SALES_CORE,영업 핵심역량,고객 발굴·제안·협상을 통해 영업 목표를 달성한다,19,1,나는 잠재 고객을 발굴하고 첫 접촉부터 신뢰를 형성하는 영업 활동을 한다.,나는 고객의 니즈를 먼저 파악하여 맞춤형 제안을 효과적으로 한다.,database/seed_job_level.sql,71,나는 잠재 고객을 발굴하고 첫 접촉부터 신뢰를 형성하는 영업 활동을 한다.,app/api/admin/seed/job-level/route.ts,True,route.ts가 questions를 id 기준 upsert하므로 실행 시 API 문구가 DB를 덮어쓴다.,False,목표 고객 기준에 맞는 잠재 고객을 찾아 최초 접촉을 시도했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager,customer,DUP_STAKEHOLDER_RELATION,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|OUTCOME_CONFOUNDED|SEMANTIC_DUPLICATE|LOW_EDUCATION_INTERVENTION_FIT,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 행동보다 외부요인의 영향을 받는 성과를 측정함. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,1,0,1,0,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,72
